School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
BEACH CHANNEL HS - QUEENS,Q,27,SANDY REPAIRS-ATHLETIC FIELD,2997608.56,CIP,Q411,100-00 BEACH CHANNEL DRIVE,Queens,11694,QUEENS   ,40.586066,-73.822624,14,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.586066, -73.822624)",
GEORGE WESTINGHOUSE VOC. HS,K,13,PARAPETS/EXTERIOR MASONRY/ROOFS/FLOOD ELIMINATION,9743000,CIP,K580,105 JOHNSON STREET,Brooklyn,11201,BROOKLYN ,40.694926,-73.986015,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.694926, -73.986015)",11/13/2017
P.S. 161 - BROOKLYN,K,17,FLOOD ELIMINATION,2198000,CIP,K161,330 CROWN STREET,Brooklyn,11225,BROOKLYN ,40.666181,-73.949013,9,35,319,3034181,3012970026,Crown Heights South                                                        ,"(40.666181, -73.949013)",11/13/2017
I.S. 136 - BROOKLYN,K,15,FY17 RESO A AUDITORIUM UPGRADE,148800,CIP,K136,4004 4TH AVENUE,Brooklyn,11232,BROOKLYN ,40.651977,-74.006862,7,38,82,3010580,3007130020,Sunset Park West                                                           ,"(40.651977, -74.006862)",11/13/2017
THE SCHOLARS ACADEMY - QUEENS,Q,27,SANDY:AC/FLOOD/ELEC/HEAT/INTER/NON-SANDY:CLIM CTRL,13563283,CIP,Q180,320 BEACH 104 STREET,Queens,11694,QUEENS   ,40.584109,-73.825711,14,32,938,4303722,4161590012,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.584109, -73.825711)",
P.S. 160 - BROOKLYN,K,20,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,5700400,CIP,K160,5105 FORT HAMILTON PARKWAY,Brooklyn,11219,BROOKLYN ,40.637322,-73.999215,12,44,220,3138276,3056530021,Borough Park                                                               ,"(40.637322, -73.999215)",
FRANCIS LEWIS HS - QUEENS,Q,26,FY15RESO A AUDITORIUM UPGRADE,496000,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,QUEENS   ,40.740724,-73.79283,11,20,1417,4148763,4068820001,Auburndale                                                                 ,"(40.740724, -73.79283)",11/13/2017
P.S. 129 - MANHATTAN,M,5,SCIENCE LAB UPGRADES,782100,CIP,M129,425 WEST 130 STREET,Manhattan,10027,MANHATTAN,40.814637,-73.951912,9,9,21703,1059407,1019570010,Manhattanville                                                             ,"(40.814637, -73.951912)",
P.S. 335 - QUEENS,Q,27,New,70885000,CAP,Q335,150-15 RALEIGH STREET,Queens,11418,QUEENS   ,40.668127,-73.837189,10,32,88,4000000,4115600001,Ozone Park                                                                 ,"(40.668127, -73.837189)",
NEWCOMERS HIGH SCHOOL - Q,Q,30,RPZ VALVES,389000,CIP,Q450,28-01 41ST AVENUE,Queens,11101,QUEENS   ,40.751356,-73.937445,1,26,33,4004874,4004040001,Queensbridge-Ravenswood-Long Island City                                   ,"(40.751356, -73.937445)",11/13/2017
P.S. 298 - BROOKLYN,K,23,ENY PLAYGROUND UPGRADE,337600,CIP,K298,85 WATKINS STREET,Brooklyn,11212,BROOKLYN ,40.670986,-73.908194,16,37,906,3080768,3035070007,Brownsville                                                                ,"(40.670986, -73.908194)",11/13/2017
P.S. 70 - BRONX,X,9,EXT MASONRY/ROOFS/PARAPETS,6431300,CIP,X070,1691 WEEKS AVENUE,Bronx,10457,BRONX    ,40.844253,-73.907616,4,15,22902,2007387,2027930028,Mount Hope                                                                 ,"(40.844253, -73.907616)",11/13/2017
MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,18211000,CIP,K406,1124 EAST 17 STREET,Brooklyn,11210,BROOKLYN ,40.622641,-73.958988,14,44,768,3000000,3067260087,Midwood                                                                    ,"(40.622641, -73.958988)",11/13/2017
P.S. 4 - STATEN ISLAND,R,31,FIRE ALARM SYSTEM REPLACEMENT,787419,CIP,R004,200 NEDRA LANE,Staten Island,10312,STATEN IS,40.552975,-74.194597,3,51,17010,5079499,5060250030,Arden Heights                                                              ,"(40.552975, -74.194597)",11/13/2017
P.S. 116 - BROOKLYN,K,32,FY17 RESO A VISUAL ART LAB,287577,CIP,K116,515 KNICKERBOCKER AVENUE,Brooklyn,11237,BROOKLYN ,40.697779,-73.916521,4,37,433,3075909,3033170001,Bushwick North                                                             ,"(40.697779, -73.916521)",11/13/2017
P.S. 45 - QUEENS,Q,27,FY15 RESO A AUDITORIUM UPGRADE,188000,CIP,Q045,126-28 150 STREET,Queens,11436,QUEENS   ,40.672727,-73.788164,12,28,788,4262725,4121040001,Baisley Park                                                               ,"(40.672727, -73.788164)",11/13/2017
P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000,CIP,M113,240 WEST 113 STREET,Manhattan,10026,MANHATTAN,40.801689,-73.954908,10,9,216,1055111,1018280015,Central Harlem South                                                       ,"(40.801689, -73.954908)",
P.S. 75 - MANHATTAN,M,3,TEMPORARY BOILER,250000,CIP,M075,735 WEST END AVENUE,Manhattan,10025,MANHATTAN,40.795157,-73.973292,7,6,183,1034190,1012530065,Upper West Side                                                            ,"(40.795157, -73.973292)",11/13/2017
P.S. 32 - STATEN ISLAND,R,31,WATER INFILTRATION/EXT MASONRY/GYM ROOF,2088000,CIP,R032,232 BARLOW AVENUE,Staten Island,10308,STATEN IS,40.558966,-74.155517,3,51,14608,5070651,5054440012,Great Kills                                                                ,"(40.558966, -74.155517)",11/13/2017
THOMAS A. EDISON HS - Q,Q,28,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,370000,CIP,Q620,165-65 84 AVENUE,Queens,11432,QUEENS   ,40.715389,-73.800369,8,24,452,4211027,4098670002,Briarwood-Jamaica Hills                                                    ,"(40.715389, -73.800369)",11/13/2017
P.S. 163 - MANHATTAN,M,3,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,2442564,CIP,M163,163 WEST 97 STREET,Manhattan,10025,MANHATTAN,40.794264,-73.968706,7,7,185,1055908,1018520099,Upper West Side                                                            ,"(40.794264, -73.968706)",11/13/2017
P.S. 303 - QUEENS,Q,28,Demo,5183000,CAP,Q003,108-55 69TH AVENUE,Queens,11375,QUEENS   ,40.725098,-73.845091,6,29,739,4052265,4022180021,Forest Hills                                                               ,"(40.725098, -73.845091)",11/13/2017
P.S. 215 - QUEENS,Q,27,FIRE ALARM,1213000,CIP,Q215,535 BRIAR PLACE,Queens,11691,QUEENS   ,40.5993,-73.758206,14,31,99801,4301194,4157720031,Far Rockaway-Bayswater                                                     ,"(40.5993, -73.758206)",
BEACH CHANNEL HS - QUEENS,Q,27,SANDY FIRE ALARM/NON SANDY PA SYSTEM,8947000,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11694,QUEENS   ,40.586066,-73.822624,14,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.586066, -73.822624)",11/13/2017
P.S. 45 - QUEENS,Q,27,FY15 RESO A AUDITORIUM UPGRADE,188000,CIP,Q045,126-28 150 STREET,Queens,11436,QUEENS   ,40.672727,-73.788164,12,28,788,4262725,4121040001,Baisley Park                                                               ,"(40.672727, -73.788164)",
M.S. 354 - BROOKLYN,K,17,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,6409024,CIP,K390,1224 PARK PLACE,Brooklyn,11213,BROOKLYN ,40.672713,-73.936924,8,36,343,3036405,3013700029,Crown Heights North                                                        ,"(40.672713, -73.936924)",11/13/2017
P.S. 307 - BROOKLYN,K,13,CRACKED EXT MASONRY/ROOFS/PARAPETS,6721000,CIP,K307,209 YORK STREET,Brooklyn,11201,BROOKLYN ,40.701343,-73.982314,2,33,21,3000158,3000560007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,"(40.701343, -73.982314)",
P.S. 160 - BRONX,X,11,FY17 RESO A PLAYGROUND REDEVELOPMENT,1575000,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10475,BRONX    ,40.864676,-73.824303,10,12,302,2072352,2051350200,Co-op City                                                                 ,"(40.864676, -73.824303)",11/13/2017
J.H.S. 157 - QUEENS,Q,28,FY16 RESO A ROOM CONVERSIONS / PART,229500,CIP,Q157,63-55 102ND STREET,Queens,11374,QUEENS   ,40.732289,-73.853825,6,29,721,4442846,4021260014,Forest Hills                                                               ,"(40.732289, -73.853825)",11/13/2017
P.S. 295 - BROOKLYN,K,15,GYM & CAFE FLOOR/FLOOD/FLOOR/PARAPETS/MASONRY/ROOF,9114000,CIP,K845,330 18 STREET,Brooklyn,11215,BROOKLYN ,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           ,"(40.660976, -73.988297)",11/13/2017
CHRISTOPHER COLUMBUS HS - X,X,11,PARAPETS/ROOFS/EXT MASONRY,5577000,CIP,X415,925 ASTOR AVENUE,Bronx,10469,BRONX    ,40.859665,-73.861006,11,13,324,2050179,2043580001,Bronxdale                                                                  ,"(40.859665, -73.861006)",
BROOKLYN TECH HS - K,K,13,LOW VOLT ELEC SYS/KITCHEN FIRE SUPRESSION SYS,4291000,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217,BROOKLYN ,40.688834,-73.976905,2,35,33,3058752,3020980013,Fort Greene                                                                ,"(40.688834, -73.976905)",
P.S. 246 - BRONX,X,10,ELEVATOR/EXT MASONRY/FLOOD/PARAPETS/ROOFS/WALL,11448000,CIP,X843,2641 GRAND CONCOURSE,Bronx,10468,BRONX    ,40.865593,-73.894758,7,14,401,2013830,2031680027,Bedford Park-Fordham North                                                 ,"(40.865593, -73.894758)",
I.S. 254 - BRONX,X,10,FACADE/ROOFS,3600000,CIP,X254,2452 WASHINGTON AVENUE,Bronx,10458,BRONX    ,40.858815,-73.890232,6,15,387,2103863,2030580003,Belmont                                                                    ,"(40.858815, -73.890232)",11/13/2017
THE RIVERSIDE SCHOOL FOR MAKER,M,3,FY17 RESO A LIBRARY UPGRADE,144650,CIP,M191,210 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.771925,-73.987328,7,6,147,1030320,1011520029,Lincoln Square                                                             ,"(40.771925, -73.987328)",11/13/2017
P.S. 233 - BROOKLYN,K,18,MASONRY/CORRODED BEAMS/ROOFS/PARAPETS,6285000,CIP,K233,9301 AVENUE B,Brooklyn,11236,BROOKLYN ,40.651022,-73.91402,17,42,930,3104990,3047530001,Rugby-Remsen Village                                                       ,"(40.651022, -73.91402)",11/13/2017
M721 SPED - MANHATTAN,M,2,REINFORCE CINDER/FLOORS/ACCESSIBLITY/ELEC UPG/FA,6142800,CIP,M641,16 CLARKSON STREET,Manhattan,10014,MANHATTAN,40.729412,-74.006148,2,3,67,1009757,1005810054,West Village                                                               ,"(40.729412, -74.006148)",
FREDERICK DOUGLAS ACADEMY - M,M,5,SCIENCE LAB ACID WASTE LINES,4523000,CIP,M010,2581 7TH AVENUE,Manhattan,10039,MANHATTAN,40.824319,-73.93712,10,9,236,1060198,1020160100,Central Harlem North-Polo Grounds                                          ,"(40.824319, -73.93712)",
PRE-K CENTER 2 @ 2490-2500 WEBSTER AVENUE - BRONX,X,10,Lease,11645000,CAP,X432,2490-2500 WEBSTER AVE,Bronx,10458,BRONX    ,40.860848,-73.892224,6,15,38302,2094608,2030330004,Fordham South                                                              ,"(40.860848, -73.892224)",
P.S. 50 - MANHATTAN,M,4,EXTERIOR MASONRY/ROOFS/PARAPETS/SITE WALLS,15829000,CIP,M050,433 EAST 100 STREET,Manhattan,10029,MANHATTAN,40.785258,-73.941526,11,8,162,1083933,1016940001,East Harlem South                                                          ,"(40.785258, -73.941526)",11/13/2017
P.S. 36 - BRONX,X,8,EXT MASONRY/ROOFS/PARAPETS/WINDOWS/EXT DOORS/FLOOD,12843000,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,10472,BRONX    ,40.829344,-73.850428,9,18,78,2026706,2038170001,Westchester-Unionport                                                      ,"(40.829344, -73.850428)",11/13/2017
GRAMERCY ARTS HS - MANHATTAN,M,2,ELECTRICAL SYSTEMS/PA SYSTEM,6221000,CIP,M460,40 IRVING PLACE,Manhattan,10003,MANHATTAN,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy                                                                   ,"(40.735494, -73.987659)",11/13/2017
P.S. 29 - QUEENS,Q,25,FY16 RESO A AUDITORIUM UPGRADE,315000,CIP,Q029,125-10 23 AVENUE,Queens,11356,QUEENS   ,40.778601,-73.843187,7,19,907,4099925,4042290014,College Point                                                              ,"(40.778601, -73.843187)",11/13/2017
NEW DORP HS - STATEN ISLAND,R,31,FY16 RESO A CAFETERIA/MULTIPURPOSE,1472983.08,CIP,R435,465 NEW DORP LANE,Staten Island,10306,STATEN IS,40.569393,-74.107737,2,50,11202,5055367,5039300010,New Dorp-Midland Beach                                                     ,"(40.569393, -74.107737)",11/13/2017
LYONS COMMUNITY SCHOOL - K,K,14,PARAPETS/FLOOD ELIMINATION/ROOFS/MASONRY/GYM UPG,8853000,CIP,K049,223 GRAHAM AVENUE,Brooklyn,11206,BROOKLYN ,40.709941,-73.943641,1,34,505,3070825,3030250001,East Williamsburg                                                          ,"(40.709941, -73.943641)",
I.S. 226 - QUEENS,Q,27,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,3960000,CIP,Q226,121-10 ROCKAWAY BOULEVARD,Queens,11420,QUEENS   ,40.675771,-73.816938,10,28,840,4253607,4117140100,South Ozone Park                                                           ,"(40.675771, -73.816938)",11/13/2017
P.S. 41 - STATEN ISLAND,R,31,MAIN ELECTRICAL SERVICE/LOW VOLTAGE ELEC SYSTEM,1649000,CIP,R041,216 CLAWSON STREET,Staten Island,10306,STATEN IS,40.574044,-74.109282,2,50,122,5052791,5036450007,New Dorp-Midland Beach                                                     ,"(40.574044, -74.109282)",
P.S. 303 - QUEENS,Q,28,Addition,65987000,CAP,Q003,108-55 69TH AVENUE,Queens,11375,QUEENS   ,40.725098,-73.845091,6,29,739,4052265,4022180021,Forest Hills                                                               ,"(40.725098, -73.845091)",
P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6542000,CIP,X009,230 EAST 183 STREET,Bronx,10458,BRONX    ,40.857067,-73.898936,5,15,38301,2013561,2031500010,Fordham South                                                              ,"(40.857067, -73.898936)",11/13/2017
P.S. 106 - QUEENS,Q,27,DEMOLITION & PAVED AREA/TCU REMOVAL PLAYGROUND RED,2482000,CIP,Q806,180 BEACH 35 STREET,Queens,11691,QUEENS   ,40.593779,-73.767199,14,31,992,4441244,4158610035,Hammels-Arverne-Edgemere                                                   ,"(40.593779, -73.767199)",
I.S. 54 - MANHATTAN,M,3,MASONRY & GRANITE STEP DEFECTS,883000,CIP,M054,103 WEST 107 STREET,Manhattan,10025,MANHATTAN,40.800119,-73.962837,7,7,193,1055990,1018620011,Morningside Heights                                                        ,"(40.800119, -73.962837)",
P.S.15 - BRONX,X,10,WATER PENETRATION,967000,CIP,X015,2195 ANDREWS AVENUE,Bronx,10453,BRONX    ,40.85881,-73.909746,7,14,255,2096013,2032240009,Kingsbridge Heights                                                        ,"(40.85881, -73.909746)",11/13/2017
BROOKLYN LANDMARK ELEMENTARY S,K,23,ENY DANCE STUDIO,203800,CIP,K073,251 MACDOUGAL STREET,Brooklyn,11233,BROOKLYN ,40.680318,-73.910644,16,37,369,3041561,3015280001,Ocean Hill                                                                 ,"(40.680318, -73.910644)",11/13/2017
P.S. 235 - BROOKLYN,K,18,STRUCTURAL DEFECTS,890000,CIP,K242,10001 FLATLANDS AVENUE,Brooklyn,11236,BROOKLYN ,40.645243,-73.898241,18,46,974,3229773,3081880001,Canarsie                                                                   ,"(40.645243, -73.898241)",
I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),1300019,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,BRONX    ,40.829232,-73.856734,9,18,4001,2025717,2037900040,Soundview-Bruckner                                                         ,"(40.829232, -73.856734)",
I.S. 459 - BRONX,X,10,REPAIR STEPS & VPS/ROOFS/PARTIAL ACCESSIBILITY,1775000,CIP,X115,120 EAST 184 STREET,Bronx,10468,BRONX    ,40.859752,-73.900161,5,14,23703,2013899,2031720046,Fordham South                                                              ,"(40.859752, -73.900161)",11/13/2017
I.S. 35 - BROOKLYN,K,16,FULL PROGRAM ACCESSIBILITY,8275000,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,BROOKLYN ,40.681896,-73.935963,3,36,273,3047054,3016740011,Stuyvesant Heights                                                         ,"(40.681896, -73.935963)",11/13/2017
AUGUST MARTIN HS - QUEENS,Q,27,RENEWAL SCHOOL BASED HEALTH CENTER,1682000,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,QUEENS   ,40.675633,-73.783342,12,28,294,4265978,4122610001,Springfield Gardens North                                                  ,"(40.675633, -73.783342)",
P.S. 9 - BRONX,X,10,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6542000,CIP,X009,230 EAST 183 STREET,Bronx,10458,BRONX    ,40.857067,-73.898936,5,15,38301,2013561,2031500010,Fordham South                                                              ,"(40.857067, -73.898936)",
P.S. 315 - BRONX,X,10,Lease,14400000,CAP,X779,2865 CLAFLIN AVENUE,Bronx,10468,BRONX    ,40.873239,-73.899722,8,14,26702,2086833,2032500073,Van Cortlandt Village                                                      ,"(40.873239, -73.899722)",
I.S. 88 - BROOKLYN,K,15,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,5896000,CIP,K088,544 7TH AVENUE,Brooklyn,11215,BROOKLYN ,40.660024,-73.987637,7,38,147,3331276,3008800001,Sunset Park West                                                           ,"(40.660024, -73.987637)",
P.S. 14 - QUEENS,Q,24,ROOFS/PARAPETS/EXT MASONRY,10068000,CIP,Q014,107-01 OTIS AVENUE,Queens,11368,QUEENS   ,40.74056,-73.854131,4,21,439,4437311,4019540037,Corona                                                                     ,"(40.74056, -73.854131)",
I.S. 2 - STATEN ISLAND,R,31,FY17 RESO A ROOM CONVERSIONS,399000,CIP,R002,333 MIDLAND AVENUE,Staten Island,10306,STATEN IS,40.576725,-74.100726,2,50,11202,5053571,5036960100,New Dorp-Midland Beach                                                     ,"(40.576725, -74.100726)",11/13/2017
HAMILTON GRANGE MIDDLE SCHOOL,M,6,SCIENCE LAB UPGRADE,1098000,CIP,M192,500 WEST 138 STREET,Manhattan,10031,MANHATTAN,40.820953,-73.951145,9,7,22301,1084132,1019880166,Manhattanville                                                             ,"(40.820953, -73.951145)",
UNIVERSITY NEIGHBORHOOD HS - M,M,1,FIRE ALARM/VENTILATION,3780000,CIP,M446,200 MONROE STREET,Manhattan,10002,MANHATTAN,40.712399,-73.984497,3,1,202,1003214,1002590044,Lower East Side                                                            ,"(40.712399, -73.984497)",
I.S. 244 - BRONX,X,10,ACCESS RAMP & WALL/FLOOD/ROOFS/PARAPETS,4745900,CIP,X143,120 WEST 231 STREET,Bronx,10463,BRONX    ,40.875911,-73.901099,8,14,273,2015547,2032530141,Van Cortlandt Village                                                      ,"(40.875911, -73.901099)",
P.S. 170 - BROOKLYN,K,20,CRACKED EXTERIOR MASONRY,2449037,CIP,K170,619 72ND STREET,Brooklyn,11209,BROOKLYN ,40.630031,-74.018878,10,43,134,3146921,3058990001,Bay Ridge                                                                  ,"(40.630031, -74.018878)",11/13/2017
ISHS @ M837,M,78,Lease,387600,CAP,M837,227-243 WEST 61 STREET,Manhattan,10023,MANHATTAN,40.772007,-73.987479,7,6,151,1030328,1011540108,Lincoln Square                                                             ,"(40.772007, -73.987479)",
P.S. 40 - QUEENS,Q,28,EXTERIOR MASONRY/TCU REMOVAL & PLAYGROUND/FLOOD,9947450,CIP,Q040,109-20 UNION HALL STREET,Queens,11433,QUEENS   ,40.694125,-73.790675,12,28,260,4263341,4121510001,South Jamaica                                                              ,"(40.694125, -73.790675)",11/13/2017
P.S. 342 (RIVERSIDE CENTER) - MANHATTAN,M,3,New,74425721,CAP,M342,300 WEST 61ST STREET,Manhattan,10023,MANHATTAN,40.772883,-73.989609,7,6,151,1088870,1011717510,Lincoln Square                                                             ,"(40.772883, -73.989609)",11/13/2017
P.S. 50 - BRONX,X,12,SWITCH GEAR REPLACEMENT,1560000,CIP,X050,1550 VYSE AVENUE,Bronx,10460,BRONX    ,40.834157,-73.887512,3,17,157,2010786,2029960010,Crotona Park East                                                          ,"(40.834157, -73.887512)",11/13/2017
FORT HAMILTON HS - K,K,20,POOL BOILER,4395000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,BROOKLYN ,40.627835,-74.040046,10,43,46,3152318,3060130001,Bay Ridge                                                                  ,"(40.627835, -74.040046)",11/13/2017
MIDDLE SCHOOL FOR ART & PHILOS,K,18,PLANYC BOILER CONVERSION/CLIMATE CONTROL,7375000,CIP,K252,1084 LENOX ROAD,Brooklyn,11212,BROOKLYN ,40.658295,-73.920109,17,41,886,3101840,3046690037,Rugby-Remsen Village                                                       ,"(40.658295, -73.920109)",11/13/2017
I.S. 382 - BROOKLYN,K,17,ELECTRICAL LIGHTING FIXTURES,1247000,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226,BROOKLYN ,40.649787,-73.95855,14,40,794,3336215,3051030010,Erasmus                                                                    ,"(40.649787, -73.95855)",
P.S. 230 - BRONX,X,9,SEWAGE LEAK/FIRE SYS SPRINKLER/CRACKED CONCRETE/FA,14230000,CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10453,BRONX    ,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          ,"(40.852536, -73.921467)",
P.S. 290 - BROOKLYN,K,19,ROOFS/WINDOWS/PARAPETS,2880000,CIP,K290,135 SCHENCK AVENUE,Brooklyn,11207,BROOKLYN ,40.67789,-73.889758,5,37,1198,3087821,3039490018,East New York                                                              ,"(40.67789, -73.889758)",11/13/2017
P.S. 2 - QUEENS,Q,30,FY15 RESO A ACCESSIBILITY,598025,CIP,Q002,75-10 21 AVENUE,Queens,11370,QUEENS   ,40.770335,-73.894476,1,22,317,4021375,4009710001,Steinway                                                                   ,"(40.770335, -73.894476)",11/13/2017
P.S./I.S. 338 - BROOKLYN,K,22,Demo,739309,CAP,K338,21 HINCKLEY PLACE,Brooklyn,11218,BROOKLYN ,40.644469,-73.971032,12,40,492,3124801,3053420006,Kensington-Ocean Parkway                                                   ,"(40.644469, -73.971032)",11/13/2017
P.S. 254 - QUEENS,Q,27,ROOF/PARAPETS/EXT MASONRY/PAVED AREA CONCRETE,7286400,CIP,Q254,84-40 101ST STREET,Queens,11418,QUEENS   ,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill                                                              ,"(40.697961, -73.84796)",11/13/2017
P.S. 142 - MANHATTAN,M,1,PLAY YARD SINKHOLE,2688000,CIP,M142,100 ATTORNEY STREET,Manhattan,10002,MANHATTAN,40.718383,-73.984452,3,1,1402,1004080,1003430001,Lower East Side                                                            ,"(40.718383, -73.984452)",11/13/2017
P.S. 92 - QUEENS,Q,30,Addition,42410002,CAP,Q292,99-01 34TH AVENUE,Queens,11368,QUEENS   ,40.755418,-73.869017,3,21,377,4042496,4017140018,North Corona                                                               ,"(40.755418, -73.869017)",
