School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
MILLENIUM ART ACADEMY - BRONX,X,8,LSP CEILING REPLACEMENT,76000,CIP,X450,1980 LAFAYETTE AVENUE,Bronx,10473,X,40.82229,-73.856167,209,18,16,2022205,2036040039,Soundview-Castle Hill-Clason Point-Harding Park,"(40.82229, -73.856167)",05/05/2019
SUNSET PARK HS - BROOKLYN,K,15,FY17 RESO A LIBRARY UPGRADES,549995,CIP,K564,153 35TH STREET,Brooklyn,11232,K,40.65571,-74.005197,307,38,84,3394175,3006880050,Sunset Park West,"(40.65571, -74.005197)",05/05/2019
CAMBRIA HEIGHTS ACADEMY - QUEE,Q,29,LSP DANFOSS RADIATOR STEAM VALVES,37345,CIP,Q799,188-04 91ST AVENUE,Queens,11423,Q,40.711849,-73.771195,412,23,480,4222072,4104430001,Jamaica,"(40.711849, -73.771195)",05/05/2019
3K CENTER @ 2530 VICTORY BOULEVARD - STATEN ISLAND,R,31,Lease,7988000,CAP,R093,2530 VICTORY BOULEVARD,Staten Is,10314,R,40.609955,-74.147917,501,50,18901,5035399,5020990024,Westerleigh,"(40.609955, -74.147917)",05/05/2019
P.S. 139 - QUEENS,Q,28,LSP PLAYGROUND SAFETY SURFACING,68500,CIP,Q139,93-06 63 DRIVE,Queens,11374,Q,40.72814,-73.863582,406,29,693,4072457,4030950050,Rego Park,"(40.72814, -73.863582)",05/05/2019
P.S. 198 - BROOKLYN,K,22,LSP REPLACE STEAM TRAPS,73750,CIP,K198,4105 FARRAGUT ROAD,Brooklyn,11210,K,40.63694,-73.937339,317,45,836,3113388,3049880066,East Flatbush-Farragut,"(40.63694, -73.937339)",05/05/2019
P.S. 97 - BRONX,X,11,Addition,56955000,CAP,X097,1375 MACE AVENUE,Bronx,10469,X,40.862839,-73.846791,211,13,314,2052739,2044740001,Allerton-Pelham Gardens,"(40.862839, -73.846791)",05/05/2019
Q811 SPED - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5680000,CIP,Q811,61-25 MARATHON PKWY,Queens,11362,Q,40.756778,-73.729487,411,23,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck,"(40.756778, -73.729487)",05/05/2019
WADLEIGH SECONDARY SCHOOL FOR,M,3,ENY AUDITORIUM UPGRADE,290000,CIP,M088,215 WEST 114 STREET,Manhattan,10026,M,40.802207,-73.954142,110,9,218,1055204,1018300019,Central Harlem South,"(40.802207, -73.954142)",05/05/2019
P.S. 144 - QUEENS,Q,28,Addition,52373773,CAP,Q144,93-02 69 AVENUE,Queens,11375,Q,40.714978,-73.853372,406,29,729,4076870,4032120001,Forest Hills,"(40.714978, -73.853372)",05/05/2019
I.S. 125 - BRONX,X,8,LIGHTING REPLACEMENT (DCAS),1300019,CIP,X125,1111 PUGSLEY AVENUE,Bronx,10472,X,40.829232,-73.856734,209,18,4001,2025717,2037900040,Soundview-Bruckner,"(40.829232, -73.856734)",05/05/2019
P.S. 18 - BROOKLYN,K,14,STANDALONE GYM ANNEX,7246400,CIP,K673,101 MAUJER STREET,Brooklyn,11206,K,40.710609,-73.946977,301,34,503,3000000,3027870001,East Williamsburg,"(40.710609, -73.946977)",05/05/2019
A. PHILIP RANDOLPH HS -MANHATT,M,6,EXT MASONRY/FLOOD ELMNTN/PARAPETS/ROOFS,64898000,CIP,M540,443 WEST 135 STREET,Manhattan,10031,M,40.818188,-73.950356,109,9,21703,1059409,1019570078,Manhattanville,"(40.818188, -73.950356)",05/05/2019
P.S. 119 - BRONX,X,8,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,6240000,CIP,X119,1075 PUGSLEY AVENUE,Bronx,10472,X,40.828518,-73.856569,209,18,4001,2025696,2037890021,Soundview-Bruckner,"(40.828518, -73.856569)",05/05/2019
P.S. 209 - BROOKLYN,K,21,LSP VACUUM CONDENSATE PUMP AND STEAM TRAPS,178890,CIP,K209,2609 EAST 7TH ST,Brooklyn,11235,K,40.586845,-73.96198,313,48,370,3196224,3072440001,Brighton Beach,"(40.586845, -73.96198)",05/05/2019
P.S. 214 - BRONX,X,12,EXTERIOR MASONRY/ROOFS,2400000,CIP,X167,1970 WEST FARMS ROAD,Bronx,10460,X,40.839565,-73.880358,206,17,60,2094603,2030210038,Crotona Park East,"(40.839565, -73.880358)",05/05/2019
P.S. 56 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM AUDIO/VIDEO UPGRADE,181800,CIP,R056,250 KRAMER AVE,Staten Island,10309,R,40.542246,-74.214002,503,51,20801,5128148,5070440001,Rossville-Woodrow,"(40.542246, -74.214002)",05/05/2019
P.S. 199 - QUEENS,Q,24,PLANYC BOILER/PLANYC CLIMATE CONTROL,5707000,CIP,Q199,39-20 48 AVENUE,Queens,11104,Q,40.740088,-73.926214,402,26,189,4002915,4002060003,Hunters Point-Sunnyside-West Maspeth,"(40.740088, -73.926214)",05/05/2019
P.S. 32 - BROOKLYN,K,15,Addition,74426000,CAP,K032,317 HOYT STREET,Brooklyn,11231,K,40.680445,-73.991949,306,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook,"(40.680445, -73.991949)",05/05/2019
J.H.S. 292 - MANHATTAN,M,1,ROOFS,4699000,CIP,M056,220 HENRY STREET,Manhattan,10002,M,40.713684,-73.986336,103,1,201,1003223,1002690041,Lower East Side,"(40.713684, -73.986336)",05/05/2019
NEW DORP HS - STATEN ISLAND,R,31,ATHLETIC FIELDS,7825000,CIP,R436,465 NEW DORP LANE,Staten Island,10306,R,40.569393,-74.107737,502,50,11202,5055367,5039300010,New Dorp-Midland Beach,"(40.569393, -74.107737)",05/05/2019
P.S. 205 - BROOKLYN,K,20,FY19 RESO A AUDITORIUM UPGRADE,60140,CIP,K205,6701 20 AVENUE,Brooklyn,11204,K,40.61527,-73.987149,311,47,256,3134749,3055710001,Bensonhurst West,"(40.61527, -73.987149)",05/05/2019
P.S. 452 - MANHATTAN,M,3,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,288475,CIP,M191,210 WEST 61 STREET,Manhattan,10023,M,40.771925,-73.987328,107,6,147,1030320,1011520029,Lincoln Square,"(40.771925, -73.987328)",05/05/2019
JAMES MADISON HS - BROOKLYN,K,22,FY16 RESO A AUDITORIUM UPGRADE,680000,CIP,K425,3787 BEDFORD AVENUE,Brooklyn,11229,K,40.609912,-73.948512,315,48,642,3182721,3067880001,Madison,"(40.609912, -73.948512)",05/05/2019
NYC SCHOOL CONSTRUCTION AUTHOR,Q,24,VP ADMN RELOCATION AND 1ST FLOOR HR/IT BUILDOUT,144202.39,CIP,Q998,30-30 THOMSON AVENUE,Queens,11101,Q,40.745042,-73.936191,402,26,179,4003533,4002770001,Hunters Point-Sunnyside-West Maspeth,"(40.745042, -73.936191)",05/05/2019
P.S. 20 - QUEENS,Q,25,FLOOD ELIMINATION/EXTERIOR MASONRY/ROOFS/PARAPETS,6370000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11355,Q,40.758689,-73.824832,407,20,855,4114657,4050470001,Flushing,"(40.758689, -73.824832)",05/05/2019
P.S. 203 - QUEENS,Q,26,WINDOWS,3880000,CIP,Q203,53-11 SPRINGFIELD BLVD,Queens,11364,Q,40.754201,-73.760636,411,23,138501,4161005,4074820317,Oakland Gardens,"(40.754201, -73.760636)",05/05/2019
P.S. 17 - BROOKLYN,K,14,BUILDING FAN REPLACEMENT/ELEC UPGRADE,5695000,CIP,K017,208 NORTH 5 STREET,Brooklyn,11211,K,40.715351,-73.956716,301,34,519,3062337,3023450001,North Side-South Side,"(40.715351, -73.956716)",05/05/2019
P.S. 333 - MANHATTAN,M,3,FY18 RESO A AUDITORIUM UPGRADE,480000,CIP,M118,154 WEST 93 STREET,Manhattan,10025,M,40.791709,-73.970802,107,6,177,1032522,1012230005,Upper West Side,"(40.791709, -73.970802)",05/05/2019
NEW DESIGN HS - MANHATTAN,M,2,IPDVS CAMERA INSTALLATION,392000,CIP,M445,350 GRAND STREET,Manhattan,10002,M,40.717349,-73.989596,103,1,18,1005283,1004080030,Chinatown,"(40.717349, -73.989596)",05/05/2019
P.S. 37 - QUEENS,Q,29,PLANYC BOILER/PLANYC CLIMATE CONTROL,6343000,CIP,Q037,179-37 137 AVENUE,Queens,11434,Q,40.67588,-73.758505,412,27,352,4279864,4129930118,St. Albans,"(40.67588, -73.758505)",05/05/2019
P.S./I.S. @ 3269 ATLANTIC AVENUE - BROOKLYN,K,19,New,82820000,CAP,K667,3269 ATLANTIC AVENUE,Brooklyn,11218,K,40.680655,-73.875152,305,37,1178,,,Cypress Hills-City Line,"(40.680655, -73.875152)",05/05/2019
P.S. 303 - QUEENS,Q,28,Addition,65987000,CAP,Q003,108-55 69TH AVENUE,Queens,11375,Q,40.725098,-73.845091,406,29,739,4052265,4022180021,Forest Hills,"(40.725098, -73.845091)",05/05/2019
MURRAY HILL ACADEMY HS - M,M,2,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,674150,CIP,M620,111 EAST 33 STREET,Manhattan,10016,M,40.746176,-73.981241,105,2,72,1087537,1008897501,Murray Hill-Kips Bay,"(40.746176, -73.981241)",05/05/2019
FASHION INDUSTRIES VOC HS - M,M,2,ELECTRICAL WORK FOR A/C INITIATIVE,80612,CIP,M600,225 WEST 24 STREET,Manhattan,10011,M,40.745156,-73.996074,104,3,91,1014174,1007740019,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745156, -73.996074)",05/05/2019
NEWTOWN HS - QUEENS,Q,24,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,1132000,CIP,Q455,48-01 90 STREET,Queens,11373,Q,40.741122,-73.874721,404,25,461,4045629,4018490001,Elmhurst,"(40.741122, -73.874721)",05/05/2019
I.S. 162 - BROOKLYN,K,32,STAIRS/EXT MASONRY/PARAPETS/ROOF/FLOOD/WATER PNTRN,17976000,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11237,K,40.707229,-73.919805,304,34,445,3073018,3032120001,Bushwick North,"(40.707229, -73.919805)",05/05/2019
P.S. 112 - QUEENS,Q,30,ROOFS/PAPAPETS/EXTERIOR MASONRY,6198000,CIP,Q112,25-05 37 AVENUE,Queens,11101,Q,40.756891,-73.934523,401,26,33,4004170,4003440001,Queensbridge-Ravenswood-Long Island City,"(40.756891, -73.934523)",05/05/2019
I.S. 34 - STATEN ISLAND,R,31,LSP REPLACE VACUUM CONDENSATE UNIT,298570,CIP,R034,528 ACADEMY AVE,Staten Island,10307,R,40.508284,-74.243428,503,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville,"(40.508284, -74.243428)",05/05/2019
P.S. 244 - BROOKLYN,K,18,FY18 RESO A AUDITORIUM  UPGRADE,55190,CIP,K244,5404 TILDEN AVENUE,Brooklyn,11203,K,40.648423,-73.925948,317,45,946,3104513,3047390001,Rugby-Remsen Village,"(40.648423, -73.925948)",05/05/2019
P.S. 155 - BROOKLYN,K,23,LSP PUMP SYSTEM REPLACEMENT,76700,CIP,K155,1355 HERKIMER STREET,Brooklyn,11233,K,40.677415,-73.908734,316,37,369,3042263,3015520043,Ocean Hill,"(40.677415, -73.908734)",05/05/2019
P.S. 87 - BRONX,X,11,FLOOD ELIMINATION/EXT MASONRY/WINDOWS/PARAPETS,3088000,CIP,X087,1935 BUSSING AVENUE,Bronx,10466,X,40.895104,-73.845968,212,12,428,2069061,2050180001,Woodlawn-Wakefield,"(40.895104, -73.845968)",05/05/2019
P.S. 104 - QUEENS,Q,27,BOILER REPLACEMENT/CLIMATE CONTROL/HVAC,6717000,CIP,Q104,26-01 MOTT AVENUE,Queens,11691,Q,40.608467,-73.764548,414,31,100801,4442313,4156930001,Far Rockaway-Bayswater,"(40.608467, -73.764548)",05/05/2019
P.S. 19 - QUEENS,Q,24,Addition,95490265,CAP,Q019,98-02 ROOSEVELT AVENUE,Queens,11368,Q,40.749381,-73.867354,404,21,409,4437176,4016070001,North Corona,"(40.749381, -73.867354)",05/05/2019
H.S. 745 - BROOKLYN,K,17,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,875000,CIP,K470,600 KINGSTON AVENUE,Brooklyn,11203,K,40.658893,-73.942458,309,40,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate,"(40.658893, -73.942458)",05/05/2019
EDWARD R. MURROW HS - K,K,21,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,740000,CIP,K525,1600 AVENUE L,Brooklyn,11230,K,40.620525,-73.959285,314,44,768,3180673,3067340109,Midwood,"(40.620525, -73.959285)",05/05/2019
P.S. 157 - BRONX,X,7,ROOFS/WINDOWS,4700000,CIP,X157,757 CAULDWELL AVENUE,Bronx,10456,X,40.819258,-73.908553,201,17,75,2004464,2026250001,Melrose South-Mott Haven North,"(40.819258, -73.908553)",05/05/2019
P.S. 54 - QUEENS,Q,28,FY15 RESO A PLAYGROUND REDEVELOPMENT,409000,CIP,Q054,86-02 127 STREET,Queens,11418,Q,40.70292,-73.824221,409,29,14201,4193916,4092800001,Richmond Hill,"(40.70292, -73.824221)",05/05/2019
P.S. 53 - STATEN ISLAND,R,31,FY18 RESO A AUDITORIUM UPGRADE,473499.99,CIP,R053,330 DURANT AVENUE,Staten Island,10308,R,40.55258,-74.13706,503,51,13203,5065016,5051060001,Great Kills,"(40.55258, -74.13706)",05/05/2019
YOUNG LEADERS ELEM - BRONX,X,7,FY18 RESO A PLAYGROUNDS,373556,CIP,X040,468 EAST 140 STREET,Bronx,10454,X,40.809534,-73.919903,201,8,39,2000308,2022840034,Mott Haven-Port Morris,"(40.809534, -73.919903)",05/05/2019
I.S. 35 - BROOKLYN,K,16,FY18 RESO A GYMNASIUM UPGRADE,70000,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,K,40.681896,-73.935963,303,36,273,3047054,3016740011,Stuyvesant Heights,"(40.681896, -73.935963)",05/05/2019
ACAD. FOR ENVIRON. LDRSHP - K,K,32,FY 14 RESO A SCIENCE LAB,989500,CIP,K480,400 IRVING AVENUE,Brooklyn,11237,K,40.697185,-73.91117,304,37,435,3076908,3033650098,Bushwick North,"(40.697185, -73.91117)",05/05/2019
P.S. 105 - BROOKLYN,K,20,LSP-REPLACE DOMESTIC WATER HEATER,120028,CIP,K105,1031 59 STREET,Brooklyn,11219,K,40.632936,-74.00374,312,38,214,3140612,3057020001,Borough Park,"(40.632936, -74.00374)",05/05/2019
A. PHILIP RANDOLPH HS -MANHATT,M,6,LSP VACUUM CONDENSATE PUMPS,88598,CIP,M540,443 WEST 135 STREET,Manhattan,10031,M,40.818188,-73.950356,109,9,21703,1059409,1019570078,Manhattanville,"(40.818188, -73.950356)",05/05/2019
I.S. 126 - QUEENS,Q,30,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,343200,CIP,Q126,31-51 21 STREET,Queens,11106,Q,40.766264,-73.930709,401,22,77,4006382,4005530001,Astoria,"(40.766264, -73.930709)",05/05/2019
MILLENIUM ART ACADEMY - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,394000,CIP,X450,1980 LAFAYETTE AVENUE,Bronx,10473,X,40.82229,-73.856167,209,18,16,2022205,2036040039,Soundview-Castle Hill-Clason Point-Harding Park,"(40.82229, -73.856167)",05/05/2019
P.S. 354 - QUEENS,Q,28,WATER INFILTRATION,1968000,CIP,Q030,126-10 BEDELL STREET,Queens,11434,Q,40.68031,-73.774432,412,28,33402,4270045,4124950065,Springfield Gardens North,"(40.68031, -73.774432)",05/05/2019
FASHION INDUSTRIES VOC HS - M,M,2,EXTERIOR MASONRY/PARAPETS/FLOOD ELIMINATION,16510000,CIP,M600,225 WEST 24 STREET,Manhattan,10011,M,40.745156,-73.996074,104,3,91,1014174,1007740019,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.745156, -73.996074)",05/05/2019
P.S. 57 - STATEN ISLAND,R,31,LSP FRONT STEPS,47870,CIP,R057,140 PALMA DRIVE,Staten Island,10304,R,40.611508,-74.083177,501,49,40,5043519,5028880040,Grymes Hill-Clifton-Fox Hills,"(40.611508, -74.083177)",05/05/2019
EDWARD R. MURROW HS - K,K,21,ELECTRICAL WORK FOR A/C INITIATIVE,52000,CIP,K525,1600 AVENUE L,Brooklyn,11230,K,40.620525,-73.959285,314,44,768,3180673,3067340109,Midwood,"(40.620525, -73.959285)",05/05/2019
P.S. 15 - MANHATTAN,M,1,FY17 RESO A IPDVS CAMERA INSTALLATION,173650,CIP,M015,333 EAST 4 STREET,Manhattan,10009,M,40.721791,-73.978986,103,2,2601,1004415,1003740020,Lower East Side,"(40.721791, -73.978986)",05/05/2019
P.S. 111 - QUEENS,Q,30,FY18 RESO A AUDITORIUM  UPGRADE,71000,CIP,Q111,37-15 13 STREET,Queens,11101,Q,40.758831,-73.93938,401,26,43,4004419,4003630001,Queensbridge-Ravenswood-Long Island City,"(40.758831, -73.93938)",05/05/2019
P.S. 124 - BROOKLYN,K,15,FLOOD/ROOFS/PARAPETS/EXT MASONRY,3571475,CIP,K124,515 4TH AVENUE,Brooklyn,11215,K,40.667545,-73.991046,306,39,141,3023391,3010340001,Park Slope-Gowanus,"(40.667545, -73.991046)",05/05/2019
P.S. 145 - MANHATTAN,M,3,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,3073000,CIP,M145,150 WEST 105 STREET,Manhattan,10025,M,40.799376,-73.965308,107,7,189,1076625,1018590001,Upper West Side,"(40.799376, -73.965308)",05/05/2019
BOYS & GIRLS HS - BROOKLYN,K,16,REPLACE CHILLERS & COOLING TOWERS,2996000,CIP,K455,1700 FULTON STREET,Brooklyn,11213,K,40.67944,-73.932407,303,36,271,3047996,3017010001,Crown Heights North,"(40.67944, -73.932407)",05/05/2019
P.S. 193 - BROOKLYN,K,22,FY18 RESO A AUDITORIUM  UPGRADE,35180,CIP,K193,2515 AVENUE L,Brooklyn,11210,K,40.621507,-73.950473,314,45,754,3208461,3076250001,Midwood,"(40.621507, -73.950473)",05/05/2019
P.S. @ PARCEL F - QUEENS,Q,30,New,66133451,CAP,Q375,2ND STREET BETWEEN 56TH AND 57TH AVENUE,Queens,11101,Q,,,,,,,,,,05/05/2019
JOHN DEWEY HS - BROOKLYN,K,21,FY17 RESO A CULINARY ARTS KITCHEN UPGRADES,2236500,CIP,K540,50 AVENUE X,Brooklyn,11223,K,40.589268,-73.981738,313,47,308,3194998,3071850020,Gravesend,"(40.589268, -73.981738)",05/05/2019
I.S. 328 - MANHATTAN,M,6,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,512000,CIP,M164,401 WEST 164 STREET,Manhattan,10032,M,40.836536,-73.937159,112,10,24301,1062636,1021110024,Washington Heights South,"(40.836536, -73.937159)",05/05/2019
I.S. 10 - QUEENS,Q,30,ELECTRICAL WORK FOR A/C INITIATIVE,224500,CIP,Q010,45-11 31 AVENUE,Queens,11103,Q,40.759363,-73.912902,401,22,151,4012664,4007140001,Astoria,"(40.759363, -73.912902)",05/05/2019
PRE-K CENTER @ 98-22 55 AVENUE - QUEENS,Q,24,Lease,780000,CAP,Q437,98-22 55 AVENUE,Queens,11368,Q,40.739192,-73.862261,404,21,44302,4437298,4019070023,Corona,"(40.739192, -73.862261)",05/05/2019
J.H.S. 172 - QUEENS,Q,26,FY18 RESO A LOCKER ROOM UPGRADE,71894.65,CIP,Q172,81-14 257 STREET,Queens,11004,Q,40.741944,-73.712965,413,23,157902,4178464,4087310004,Glen Oaks-Floral Park-New Hyde Park,"(40.741944, -73.712965)",05/05/2019
BROOKLYN BRIDGE ACADEMY - K,K,18,WINDOWS/ELECTRICAL WORK FOR A/C INITIATIVE,9394000,CIP,K515,6565 FLATLANDS AVENUE,Brooklyn,11236,K,40.633285,-73.916735,318,46,950,3224139,3079980005,Canarsie,"(40.633285, -73.916735)",05/05/2019
FRANCIS LEWIS HS - QUEENS,Q,26,FY15RESO A AUDITORIUM UPGRADE,496000,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,Q,40.740724,-73.79283,411,20,1417,4148763,4068820001,Auburndale,"(40.740724, -73.79283)",05/05/2019
FOREST HILLS HS - QUEENS,Q,28,FY18 RESO A SCIENCE LAB UPGRADES,666000,CIP,Q440,67-01 110 STREET,Queens,11375,Q,40.729402,-73.845637,406,29,747,4052143,4021890002,Forest Hills,"(40.729402, -73.845637)",05/05/2019
P.S. 30 - STATEN ISLAND,R,31,EXTERIOR MASONRY/ROOFS/PARAPETS,10589000,CIP,R030,200 WARDWELL AVE,Staten Island,10314,R,40.618439,-74.132645,501,50,201,5113069,5004230009,Westerleigh,"(40.618439, -74.132645)",05/05/2019
P.S. 201 - QUEENS,Q,25,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,6155115,CIP,Q201,65-11 155 STREET,Queens,11367,Q,40.736653,-73.813346,408,24,122702,4146992,4067920100,Pomonok-Flushing Heights-Hillcrest,"(40.736653, -73.813346)",05/05/2019
P.S. 176 - QUEENS,Q,29,FY19 RESO A AUDITORIUM UPGRADE,73300,CIP,Q176,120-45 235 STREET,Queens,11411,Q,40.685492,-73.729982,413,27,614,4276382,4128200001,Cambria Heights,"(40.685492, -73.729982)",05/05/2019
TELECOM. ARTS & TECH. HS - K,K,20,C OF O/ELECTRICAL WORK FOR A/C INITIATIVE,7909272,CIP,K485,350 67 STREET,Brooklyn,11220,K,40.637282,-74.023849,310,43,70,3144482,3058500030,Bay Ridge,"(40.637282, -74.023849)",05/05/2019
I.S. 117 - BRONX,X,9,SCIENCE LAB UPGRADES/SCIENCE LAB UPGRADES,2074000,CIP,X117,1865 MORRIS AVENUE,Bronx,10453,X,40.848547,-73.908416,205,14,23301,2007902,2028270001,Mount Hope,"(40.848547, -73.908416)",05/05/2019
P.S. 90 - QUEENS,Q,27,AUDITORIUM UPGRADE,929000,CIP,Q090,86-50 109 STREET,Queens,11418,Q,40.697033,-73.839213,409,32,128,4192167,4092040028,Richmond Hill,"(40.697033, -73.839213)",05/05/2019
P.S. 125 - MANHATTAN,M,5,ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY/PARAPETS,8744000,CIP,M125,425 WEST 123 STREET,Manhattan,10027,M,40.810431,-73.955809,109,7,20901,1059526,1019640012,Morningside Heights,"(40.810431, -73.955809)",05/05/2019
LYFE PROGRAM,Q,29,FY17 RESO A PLAYGROUND REDEVELOPMENT,263000,CIP,Q420,143-10 SPRINGFIELD BLVD,Queens,11413,Q,40.668235,-73.756839,412,31,330,4280845,4130570056,Springfield Gardens North,"(40.668235, -73.756839)",05/05/2019
P.S. 7 - QUEENS,Q,24,CLIMATE CONTROL/LOW VOLTAGE ELECTRICAL SYSTEM,9975000,CIP,Q007,80-55 CORNISH AVENUE,Queens,11373,Q,40.739115,-73.882487,404,25,485,4467710,4015380075,Elmhurst-Maspeth,"(40.739115, -73.882487)",05/05/2019
P.S. 136 - QUEENS,Q,29,FY18 RESO A AUDITORIUM  UPGRADE,57932,CIP,Q136,201-15 115 AVENUE,Queens,11412,Q,40.698279,-73.752654,412,27,520,4236757,4110180021,St. Albans,"(40.698279, -73.752654)",05/05/2019
MIDDLE SCHOOL FOR ART & PHILOS,K,18,EXTERIOR MASONRY/PARAPETS/ROOFS,11725000,CIP,K252,1084 LENOX ROAD,Brooklyn,11212,K,40.658295,-73.920109,317,41,886,3101840,3046690037,Rugby-Remsen Village,"(40.658295, -73.920109)",05/05/2019
P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000,CIP,Q123,145-01 119 AVENUE,Queens,11436,Q,40.678296,-73.79562,412,28,18402,4260828,4120190010,Baisley Park,"(40.678296, -73.79562)",05/05/2019
3K CENTER @ 1535 RICHMOND AVENUE - STATEN ISLAND,R,31,Lease,13851343,CAP,R090,1535 RICHMOND AVENUE,Staten Is,10314,R,40.610567,-74.160045,502,50,29104,5151294,5015480100,New Springville-Bloomfield-Travis,"(40.610567, -74.160045)",05/05/2019
FORT HAMILTON HS - K,K,20,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,27719000,CIP,K490,8301 SHORE ROAD,Brooklyn,11209,K,40.627898,-74.039985,310,43,46,3152318,3060130001,Bay Ridge,"(40.627898, -74.039985)",05/05/2019
M751 SPED - MANHATTAN,M,1,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,355000,CIP,M751,113 EAST 4 STREET,Manhattan,10003,M,40.725627,-73.988062,103,2,38,1006208,1004460020,East Village,"(40.725627, -73.988062)",05/05/2019
P.S. 46 - BRONX,X,10,Addition,84478000,CAP,X046,279 EAST 196 STREET,Bronx,10458,X,40.866827,-73.890725,207,15,40501,2094729,2032950001,Bedford Park-Fordham North,"(40.866827, -73.890725)",05/05/2019
K396 SPED - BROOKLYN,K,23,ELEVATOR,1722600,CIP,K396,110 CHESTER STREET,Brooklyn,11212,K,40.668856,-73.911499,316,41,924,3081032,3035200008,Brownsville,"(40.668856, -73.911499)",05/05/2019
P.S. 158 - MANHATTAN,M,2,PLAYGROUNDS,3177000,CIP,M158,1458 YORK AVENUE,Manhattan,10075,M,40.770419,-73.951135,108,5,132,1046411,1014890001,Lenox Hill-Roosevelt Island,"(40.770419, -73.951135)",05/05/2019
I.S. 35 - BROOKLYN,K,16,FY18 RESO A GYMNASIUM UPGRADE,74500,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11233,K,40.681896,-73.935963,303,36,273,3047054,3016740011,Stuyvesant Heights,"(40.681896, -73.935963)",05/05/2019
SUSAN E. WAGNER HS - STATEN IS,R,31,ELECTRICAL WORK FOR A/C INITIATIVE,642900,CIP,R460,1200 MANOR ROAD,Staten Island,10314,R,40.596803,-74.124227,502,50,181,5146639,5009550100,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"(40.596803, -74.124227)",05/05/2019
P.S. 219 - QUEENS,Q,25,ROOFS,4976000,CIP,Q219,144-39 GRAVETT ROAD,Queens,11367,Q,40.735275,-73.823778,408,24,809,4448708,4065070001,Kew Gardens Hills,"(40.735275, -73.823778)",05/05/2019
BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160,CIP,K655,345 DEAN STREET,Brooklyn,11217,K,40.683559,-73.98027,302,33,39,3001190,3001920013,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.683559, -73.98027)",05/05/2019
P.S. 304 - BRONX,X,8,PLANYC BOILER/PLANYC CLIMATE CONTROL,6630000,CIP,X101,2750 LAFAYETTE AVENUE,Bronx,10465,X,40.827471,-73.829753,210,13,152,2080231,2055470001,Schuylerville-Throgs Neck-Edgewater Park,"(40.827471, -73.829753)",05/05/2019
P.S. 74 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,8679000.72,CIP,R700,211 DANIEL LOW TERRACE,Staten Island,10301,R,40.639087,-74.079922,501,49,11,5000290,5000180006,West New Brighton-New Brighton-St. George,"(40.639087, -74.079922)",05/05/2019
ALFRED E. SMITH HS - X,X,7,ROOM CONVERSION/UPG PLUMBING SHOP-RM B-50,9144400,CIP,X600,333 EAST 151 STREET,Bronx,10451,X,40.818232,-73.919867,201,17,67,2001874,2024110022,Melrose South-Mott Haven North,"(40.818232, -73.919867)",05/05/2019
LIBERATION DIPLOMA PLUS H.S. -,K,21,FY18 RESO A GYMNASIUM UPGRADE,1426400,CIP,K728,2865 WEST 19 STREET,Brooklyn,11224,K,40.577208,-73.985953,313,47,326,3329331,3070200039,Seagate-Coney Island,"(40.577208, -73.985953)",05/05/2019
